比尔有9颗弹球,吉姆比比尔少7颗.请问比尔有几颗弹球?
尼马尔在他的电脑里安装了9个程序,并删除了其中的7个.尼马尔现在有多少个项目?
哈希莎买了10罐,把其中的6罐给了玛拉茜.哈希莎现在有多少罐了?
丹尼尔摘了100个青柠,给了苏朋50个.丹尼尔现在有多少酸橙了?
维鲁买了112根香蕉,给了塔拉 72根.维鲁现在有多少香蕉?
玛莎拿了210个苹果,给了丹妮娅其中的40个.玛莎现在有多少个苹果?
维贾伊摘了25个青柠,给了萨纳8个.维贾伊现在有多少酸橙了?
维维克买了20张机票,给了尼马尔其中的5张.维维克现在有几张机票?
阿米尔赚了900美元,给了卡马里400美元.阿米尔现在有多少美元?
塔努买了55个袋子,给了吉米其中的40个.塔努现在有多少个包?
阿蒙买了5张票,给了尼拉 2张.阿蒙现在有几张票?
拉杰在他的电脑里安装了12个程序,并删除了其中的4个.拉杰现在有多少个项目?
哈里买了两罐,给了玛拉一罐.哈里现在有多少罐了?
汤姆有30个紫色气球,他给了弗雷德16个.他现在有多少个紫色气球?
汤姆有20个气球,他给了弗雷德8个.他现在有多少个气球?
拉尼尔有12本书,他给了苏尼尔其中的4本书.他现在有多少本书?
维姆有10所房子,他给了萨西其中的4所.他现在有多少栋房子?
卡玛拉有15英亩地,她给了弗雷德其中的2英亩.她现在有多少英亩土地?
尼马尔有22个蛋,他给了维姆其中的16个.他现在有多少个蛋?
安妮塔有15个袋子,她给了苏西10个袋子.她现在有多少个包?
汤姆有30个黑色气球,他给了拉姆其中的16个.他现在有多少个黑色气球?
罗斯有3只宠物,她给了穆拉里其中的2只.她现在有多少只宠物?
尼玛拉有30枚戒指,她给了维玛拉其中的16枚.她现在有几枚戒指?
拉维有30个紫色盘子,他给了弗雷德其中的16个.他现在有多少个紫色盘子?
卡马尔有10个气球,他给了弗雷德10个.他现在有多少个气球?
拉尼尔有12颗弹珠,他给了苏尼尔4颗.他现在有多少玻璃球?
阿琪拉有8栋房子,他把其中的2栋给了尼卡拉.他现在有多少栋房子?
卡玛拉有10英亩地,她给了弗雷德其中的5英亩.她现在有多少英亩土地?
阿拉文斯在一个袋子里有22个蛋,他给了维姆其中的16个.他现在有多少个蛋?
安妮塔有12个袋子,她给了苏西8个袋子.她现在有多少个包?
佩亚尔有11个黑色气球,他给了拉姆8个.他现在有多少个黑色气球?
罗茜有3颗钻石,她给了穆拉里其中的2颗.他现在有多少颗钻石?
卡玛拉有10枚戒指,她给了维玛拉其中的9枚.她现在有几枚戒指?
汤姆有25个黑色气球,他给了弗雷德10个.他现在有多少个黑色气球?
拉维有10个气球,他给了弗雷德18个.他现在有多少个气球?
苏尼尔有12本书,他给了西斯尔其中的4本书.他现在有多少本书?
尼马尔有10个房间,他给了萨西5个房间.他现在有多少房间?
阿拉萨纳有15英亩地,她给了弗雷德其中的2英亩.她现在有多少英亩土地?
尼马尔有20支钢笔,他给了维姆其中的16支.他现在有多少支钢笔?
科萨拉有15个钱袋,她给了苏西3个.她现在有多少个包?
戴安娜有13只宠物,她给了穆拉里其中的8只.她现在有多少只宠物?
尼玛拉有15枚戒指,她给了维玛拉其中的5枚.她现在有几枚戒指?
汤姆有15个紫色的气球,他给了弗雷德5个.他现在有多少个紫色气球?
苏尼尔有8本书,他给了尼马尔其中的4本书.他现在有多少本书?
维姆有10个盒子,他给了萨西其中的4个.他现在有多少个箱子?
艾丽莎有16英亩地,她给了弗雷德其中的2英亩.她现在有多少英亩土地?
尼马尔有5支钢笔,他给了维姆其中的2支.他现在有多少支钢笔?
安妮塔有15个袋子,她给了马修其中的2个.她现在有多少个包?
穆拉利有30个硬球,他给了穆赫拉其中的16个.他现在有几个球?
罗斯有5只鸡,她给了穆拉里其中的2只.他现在有多少只鸡?
尼玛拉有15枚戒指,她给了维玛拉其中的8枚.她现在有几枚戒指?
汤姆有30个绿色的气球,他给了弗雷德16个.他现在有多少个绿色气球?
纳米拉有10个气球,他给了弗雷德其中的8个.他现在有多少个气球?
纳马尔有12本故事书,他给了苏尼尔8本.他现在有多少本故事书?
维姆有10间出租房,他给了萨斯其中的4间.他现在有多少栋房子?
纳米拉有12个栖木地,她给了弗雷德其中的3个.她现在有多少个栖木?
尼马尔有20个鸡蛋,他给了维马尔其中的8个.他现在有多少个蛋?
莫妮卡有15个袋子,她给了苏斯拉其中的10个.她现在有多少个包?
凯文有30个黑色气球,他给了拉姆其中的16个.他现在有多少个黑色气球?
raasy有3只宠物,她把其中的一只给了尼马尔.她现在有多少只宠物?
苏尼尔有30枚戒指,她给了维玛拉其中的16枚.他现在有多少枚戒指?
安有15个蓝色的气球,她给了弗雷德10个.她现在有多少个蓝色的气球?
汤姆有15个气球,他给了弗雷德9个.他现在有多少个气球?
安尼奥有8本书,他给了尼马尔其中的5本书.他现在有多少本书?
维吉哈有9个盒子,她给了萨斯其中的4个.她现在有多少个盒子?
艾丽莎有15英亩地,她给了弗雷德其中的4英亩.她现在有多少英亩土地?
尼马尔有5个瓶子,他给了维姆其中的2个.他现在有多少瓶了?
安妮塔有14个袋子,她给了玛图其中的9个.她现在有多少个包?
穆拉利有30个网球,他给了穆赫拉其中的16个.他现在有多少个网球?
罗斯有9只鸡,她给了穆拉里其中的2只.他现在有多少只鸡?
萨曼有20枚戒指,他给了维玛拉其中的8枚.他现在有多少枚戒指?
袁有14个绿色的气球,他给了弗雷德两个.他现在有多少个绿色气球?
纳米拉有9个气球,他给了弗雷德其中的8个.他现在有多少个气球?
纳马尔有11本故事书,他给了苏尼尔8本.他现在有多少本故事书?
日亚有12间出租房,他把其中的5间给了萨斯.他现在有多少栋房子?
纳米拉有11个栖木地,她给了弗雷德其中的4个.她现在有多少个栖木?
杰文有16个蛋,他给了尼兰其中的4个.他现在有多少个蛋?
摩拉娜有16个袋子,他给了苏斯拉其中的10个.她现在有多少个包?
凯文有20个黑色气球,他给了拉姆15个.他现在有多少个黑色气球?
瑞斯密有5只宠物,她给了尼马尔其中的2只.她现在有多少只宠物?
温森有5枚金戒指,她给了维玛拉其中的4枚.他现在有多少枚戒指?
拉尼尔有20个蓝色气球,她给了弗雷德10个.她现在有多少个蓝色的气球?
汤姆有18个气球,他给了弗雷德10个.他现在有多少个气球?
拉尼尔有8本书,他给了尼马尔其中的5本书.他现在有多少本书?
亚希撒有19个盒子,她给了乌达雅其中的14个.她现在有多少个盒子?
亚希撒有二十亩地,他给了他儿子四亩地.他现在有多少英亩土地?
哈里有14英亩地,他把其中5英亩给了他的女儿.他现在有多少英亩土地?
维玛拉有20英亩地,她把其中的4英亩给了她的儿子.她现在有多少英亩土地?
阿尼尔有25英亩地,他把其中的5英亩给了女儿.他现在有多少英亩土地?
亚希撒有十二亩地,亚希撒将其中五亩给了他儿子.他现在有多少英亩土地?
亚希撒有二十亩地,亚希撒将其中十五亩给了他儿子.他现在有多少英亩土地?
汤姆有12个白气球,他给了弗雷德11个.他现在有多少个绿色气球?
纳米拉有11个气球,他给了弗雷德其中的7个.他现在有多少个气球?
杰米有12本故事书,她给了维姆其中的7本.他现在有多少本故事书?
哈里有9间出租房,他给了萨斯其中的5间.他现在有多少栋房子?
纳米拉有9个栖木地,她给了弗雷德 7个.她现在有多少个栖木?
尼马尔有12个鸡蛋,他给了维马尔其中的7个.他现在有多少个蛋?
苏兰加有14个袋子,她给了苏西拉其中的11个.她现在有多少个包?
凯文有11个黑色气球,他给了拉姆9个.他现在有多少个黑色气球?
伊恩有3只鹦鹉,她给了尼马尔其中的2只.她现在有多少只鹦鹉?
苏尼尔有19枚戒指,她给了维玛拉其中的16枚.他现在有多少枚戒指?
泰路斯有3个绿色的气球,她给了朋友一个.她现在有多少个绿色气球?
纳米有100个气球,她给了弗雷德80个.她现在有多少个气球?
拉维有15本故事书,他给了苏潘其中的8本.他现在有多少本故事书?
维姆有14间出租房,他给了萨鲁其中的4间.他现在有多少栋房子?
查米拉有120个栖地,他给了弗朗西斯其中的30个.他现在有多少个栖木?
大孙有200个蛋,他把其中的80个给了素朋.他现在有多少个蛋?
莫尼莎有5个袋子,她给了苏西2个袋子.她现在有多少个包?
拉贾有30个黑色气球,他给了拉玛16个.他现在有多少个黑色气球?
罗斯有3只宠物,她给了卡马尔一只.她现在有多少只宠物?
维姆有30枚戒指,他给了卡马尔其中的16枚.他现在有多少枚戒指?
萨鲁有30枚戒指,她给了乔伊16枚.她现在有几枚戒指?
拉维有20本故事书,他给了苏潘其中的8本.他现在有多少本故事书?
苏珊从78支铅笔开始,她给了帕特里克34支.苏珊用几支铅笔结尾?
丽莎重92磅,凯瑟琳重5磅.丽莎比凯瑟琳重多少?
乔治有14块,他给了朱迪10块.乔治有多少块?
特蕾莎从56个卵子开始,她失去了16个.特蕾莎最后放了几个鸡蛋?
宝拉重53磅,尼古拉斯重16磅.宝拉比尼古拉斯重多少?
埃里克重35磅,彼得重2磅.埃里克比彼得重多少
杰西有90颗花生,其中21颗被河马吃掉了.杰西会吃多少花生?
鲁斯重67磅,朱迪重58磅.露丝比朱迪重多少?
盒子里有61块橡皮,洛莉拿了59块橡皮.还剩下多少?
约书亚有79张门票,其中6张被河马吃掉了.约书亚会有多少张票?
盒子里有85张牌,卡洛斯拿了13张.还剩下多少?
一个盒子里有18只彩虹糖,厄尔拿走了6只.还剩下多少?
丽莎一开始有74个鸡蛋,她给了黛安63个.丽莎最后吃了几个鸡蛋?
盒子里有87根香蕉,丽莎拿了20根.还剩下多少?
史蒂文从86张贴纸开始,他和凯瑟琳分享了81张.史蒂文用多少张贴纸结尾?
肖恩一开始有58个瓶盖,玛丽拿走了6个.肖恩最后用了几个瓶盖?
一个盒子里有73块橡皮,丽贝卡拿了两块橡皮.还剩下多少?
凯思琳从89根香蕉开始,23根被河马吃掉.凯思琳最后吃了多少香蕉?
一个盒子里有74张票,黛安拿了两张票.还剩下多少?
一名寻宝者发现了一个埋藏的宝箱,里面装满了总共5155颗宝石,其中45颗是钻石,其余的是红宝石.有多少宝石是红宝石?
排球队有6个男孩和8个女孩.这个队有多少个孩子?
莎拉有6个甜甜甜圈和9个普通甜甜圈,然后她把它们都放在盘子里.盘子上有多少个甜甜圈?
芭比有3个角阿齐有5个角如果他们把它们放在一起.他们有多少人?
一家餐馆今天午餐供应9个披萨,晚餐供应6个.今天吃了多少披萨?
本尼摘了两个苹果,丹从苹果树上摘了9个苹果.总共摘了多少个苹果?
汤姆有9个黄色的气球,萨拉有8个黄色的气球.他们有多少个黄色气球?在总吗?
萨姆在海滩上发现了18个贝壳,玛丽发现了47个贝壳.他们一起发现了多少贝壳?
萨拉摘了45个梨,莎莉从梨树上摘了11个梨.一共摘了多少个梨?
琼有40个蓝气球,梅兰妮有41个蓝气球.他们有多少个蓝色的气球?在总吗?
玛丽在海滩上发现了18个贝壳,杰西卡发现了41个贝壳.他们一起发现了多少贝壳?
玛丽有9个黄色弹珠,琼有3个黄色弹珠.一共有多少个黄色弹珠?
琼在海滩上发现了6个贝壳,杰西卡发现了8个贝壳.他们一起发现了多少贝壳?
基思种了6个萝卜,阿丽莎种了9个萝卜.他们一共种了多少个萝卜?
迈克有5个角,桑迪有10个角.他们把这些硬币放进一个存钱罐里.他们往银行里存了多少10美分?
目前公园里有4棵核桃树,公园工作人员今天将种植6棵核桃树.当工人们完工时,公园将有多少棵核桃树?
抽屉里有2支铅笔,蒂姆在抽屉里放了3支铅笔.现在总共有多少支铅笔?
目前公园里有33棵核桃树,公园工作人员今天将种植44棵核桃树.当工人们完工时,公园将有多少棵核桃树?
抽屉里有41支铅笔,麦克在抽屉里放了30支铅笔.现在总共有多少支铅笔?
有99个瓶盖,增加了5个瓶盖.总共有多少人?
凯瑟琳一开始有40张贴纸,后来又有9张.凯瑟琳的结尾有多少张贴纸?
迈克有10个硬币,其中7个是一角硬币,其余的是便士硬币.便士有几个?
乔和汤姆有?8个球,当他们把所有球放在一起时,乔有3个球.汤姆有多少弹珠?
波比和桑迪把12个10美分的硬币放进了一个零钱包,桑迪放了8个.芭比放了多少?
迈克和桑迪放了11个角到一个存钱罐里,迈克放了7个角.桑迪放了多少角?
房间里有8只狗和4只猫.房间里有多少只动物?
排球队有25个男孩和8个女孩.这个队有多少个孩子?
排球队有6个女孩和8个男孩.这个队有多少个孩子?
笼子里有11只鹦鹉和10只乌鸦.笼子里有多少只鸟?
笼子里有13只鹦鹉和9只乌鸦.笼子里有多少只鸟?
桌子上有6支钢笔和8支铅笔.书桌上有多少件文具?
笼子里有9头大象和8头奶牛.笼子里有多少只哺乳动物?
游泳池里有6只鳄鱼和10只乌龟.池子里有多少爬行动物?
篮球队有12个男生,18个女生.这个队有多少个孩子?
这个队有11个男孩和14个女孩.这个队有多少学生?
房间里有8只黑狗和4只白猫.房间里有多少只动物?
排球队有11个女孩和8个男孩.这个队有多少个孩子?
排球队中有6个亚洲女孩和8个非洲女孩.这个队有多少个孩子?
笼子里有12只绿鹦鹉和10只白乌鸦.笼子里有多少只鸟?
橱柜上有36支钢笔和8支铅笔.橱柜上有多少文具?
动物园里有9头野生大象和8头乡村奶牛.动物园里有多少动物?
游泳池里有10只鳄鱼和10只乌龟.池子里有多少爬行动物?
篮球队有12个男生,18个女生.这个队有多少学生?
队里有14个男孩和15个女孩.这个队有多少学生?
房间里有23只黑狗和14只白猫.房间里有多少只动物?
排球队有45个女孩和8个男孩.这个队有多少个孩子?
网球队中有12个亚洲女孩和45个非洲女孩.网球队有多少孩子?
笼子里有12只鹦鹉和10只白乌鸦.笼子里有多少只鸟?
笼子里有13只鹦鹉和11只乌鸦.笼子里有多少只鸟?
橱柜上有36支黑色钢笔和8支蓝色钢笔.橱柜上有多少文具?
动物园里有12头野生大象和13头乡村奶牛.动物园里有多少动物?
游泳池里有22只鳄鱼和10只乌龟.池子里有多少爬行动物?
篮球队有14个男生,36个女生.这个队有多少学生?
网球队有6个男孩和8个女孩.这个队有多少个孩子?
房间里有8只狐狸和12只猫.房间里有多少只动物?
